TeamName,ObservationDate,RivalTeam,Attack,Midfield,Defence,TransferBudget,Defensive Style,DefensiveWidth,Depth,Offensive Style,Width,Players In Box,Corners,Free Kicks,Captain,Short Free Kick,Long Free Kick,Penalties,Left Corner,Right Corner,TeamRoster,LoanedPlayers
Bayer 04 Leverkusen,"April 11, 2022",1. FC Köln,81,79,77,39000000,Press After Possession Loss,50,70,Balanced,70,6,3,3,Hrádecký,Demirbay,Demirbay,Schick,Demirbay,Demirbay,"['Lukáš Hrádecký', 'Odilon Kossounou', 'Jonathan Tah', 'Edmond Tapsoba', 'Mitchel Bakker', 'Robert Andrich', 'Kerem Demirbay', 'Karim Bellarabi', 'Paulinho', 'Moussa Diaby', 'Patrik Schick', 'Charles Aránguiz', 'Exequiel Palacios', 'Piero Hincapié', 'Daley Sinkgraven', 'Andrey Lunev', 'Lucas Alario', 'Julian Baumgartlinger', 'Amine Adli', 'Timothy Fosu-Mensah', 'Florian Wirtz', 'Jeremie Frimpong', 'Niklas Lomb', 'Lennart Grill', 'Sadik Fofana']","['Nadiem Amiri', 'Joel Pohjanpalo', 'Mitchell Weiser', 'Ayman Azhil']"
Leicester City,"April 21, 2022",Nottingham Forest,80,81,79,50000000,Balanced,50,50,Balanced,60,4,3,3,Schmeichel,Maddison,Maddison,Tielemans,Maddison,Maddison,"['Kasper Schmeichel', 'Ricardo Pereira', 'Wesley Fofana', 'Mahdy Söyüncü', 'Luke Thomas', 'Valdez Chamorro Tielemans', 'Wilfred Ndidi', 'Ademola LookmanL', 'Harvey Barnes', 'James Maddison', 'Patson Daka', 'Kelechi Iheanacho', 'Timothy Castagne', 'James Justin', 'Daniel Amartey', 'Danny Ward', 'Boubakary Soumaré', 'Kiernan Dewsbury-Hall', 'Ayoze Pérez', 'Marc Albrighton', 'Nampalys Mendy', 'Jonny Evans', 'Jamie Vardy', 'Ryan Bertrand', 'Jannik Vestergaard', 'Hamza Choudhury', 'Eldin Jakupović', 'Callum Hulme', 'Thanawat Suengchitthawon', 'Lewis Brunt']","['Dennis Praet', 'Daniel Iversen', 'George Hirst', 'Callum Wright', 'Josh Eppiah', 'Tyrese Shade', 'Vontae Daley-Campbell']"
RCD Espanyol,"April 25, 2022",FC Barcelona,82,77,75,6000000,Balanced,60,50,Balanced,60,4,3,3,Diego López,De Tomás,De Tomás,De Tomás,,,"['Diego López', 'Nawaz', 'Calero', 'Leandro Cabrera', 'Adrià Pedrosa', 'Keidi Bare', 'Puado', 'J. Campos HerreraL', 'Sergi Darder', 'De Tomás', 'Melendo', 'Manu MorlanesL', 'Sergi Gómez', 'Oier', 'Landry Dimata', 'Embarba', 'Nicolás Melamed Ribaudo', 'David López', 'LorenL', 'Wu Lei', 'Fran Mérida', 'Dídac Vilà', 'Miguelón', 'Jofre Carreras', 'Tsvetkov', 'Rubén Sánchez Sáez', 'Svensson', 'Gori', 'Recasens', 'Joan García']","['Matías Vargas', 'Vadillo', 'Pol Lozano', 'Víctor Gómez']"
Eintracht Frankfurt,"April 25, 2022",1. FSV Mainz 05,77,76,77,25000000,Balanced,60,50,Balanced,60,5,3,3,Rode,Kostić,Kostić,Kostić,Kamada,Kostić,"['Kevin Trapp', 'Tuta', 'Martin Hinteregger', 'Evan Ndicka', 'Ansgar KnauffL', 'Djibril Sow', 'Sebastian Rode', 'Filip Kostić', 'Jesper Lindstrøm', 'Daichi Kamada', 'Rafael Santos Borré', 'Makoto Hasebe', 'Kristijan JakićL', 'Ajdin Hrustić', 'Danny Aramide', 'Jens Grahl', 'Gonçalo Paciência', 'Jens Petter HaugeL', 'Christopher Lenz', 'Ragnar Ache', 'Erik Durm', 'Sam LammersL', 'Diant Ramaj', 'Almamy Touré', 'Stefan Ilsanker', 'Timmy Chandler', 'Aymen Barkok', 'Gianluca Schäfer', 'Jan Schröder']","['Dominik Kohr', 'Ali Akman', 'Igor Matanović', 'Fynn Otto', 'Elias Bördner', 'Martin Pečar']"
West Ham United,"April 21, 2022",Millwall,80,78,78,35000000,Drop Back,50,50,Balanced,70,4,3,3,Rice,Cresswell,Rice,Rice,Cresswell,Bowen,"['R. Araujo Fabiański', 'Vladimír Coufal', 'Craig Dawson', 'Issa Diop', 'Aaron Cresswell', 'Tomáš Souček', 'Declan Rice', 'Jarrod Bowen', 'Pablo Fornals', 'Manuel Lanzini', 'Michail Antonio', 'Nikola Vlašić', 'Saïd Benrahma', 'Andriy Wilson Bruno', 'Ryan Fredericks', 'Alphonse AreolaL', 'Mark Noble', 'Ben Johnson', 'Arthur Masuaku', 'Alex Král', 'Sonny Perkins', 'Jamal Baptiste', 'Kurt Pablo Larrea', 'Angelo Ogbonna', 'Darren Randolph', 'David Martin', 'Ajibola Alese', 'Pierre Ekwah Elimby', 'Armstrong Okoflex', 'Keenan Appiah-Forson', 'Harrison Ashby', 'Amadou Diallo']","['Nathan Holland', 'Nathan Trott', 'Gonçalo Cardoso', 'Conor Coventry', 'Joseph Anang', 'Ademipo Odubeko']"
Getafe CF,"April 25, 2022",CD Leganés,75,76,75,8500000,Pressure On Heavy Touch,40,70,Long Ball,70,3,3,3,Djené,Suárez,Suárez, Tavares,Suárez,Suárez,"['David Soria', 'Damián Suárez', 'Dakonam Djené', 'Stefan Mitrović', 'Jorge CuencaL', 'Mathías Olivera', 'Aleñá', 'Mauro Arambarri', 'Nemanja Maksimović', 'Enes Fábio Tavares', 'SandroL', 'VitoloL', 'Okay ThomL', 'Jakub Jankto', 'Jonathan Silva', 'Rubén Yáñez', 'Borja MayoralL', 'GalaniL', 'Mata', 'Gonzalo Villar del Fraile', 'FlorentinoL', 'Erick Cabaco', 'Gastón A. Gaich', 'Juan Iglesias', 'Diego Conde', 'Amankwaa Akurugu', 'Mamor Niang', 'Algobia', 'John Patrick', 'Alex Rodríguez']","['Hugo Duro', 'José Manuel Rodríguez Benito', 'Ignasi Miquel', 'Darío Poveda']"
AS Monaco,"April 25, 2022",OGC Nice,83,78,77,26000000,Pressure On Heavy Touch,50,50,Balanced,50,4,3,3, Yedder, Yedder, Yedder, Yedder,Golovin,Caio Henrique,"['Alexander NübelL', 'Ruben Aguilar', 'Axel Disasi', 'Benoît Badiashile', 'Caio Henrique', 'Opazo Fofana', 'Aurélien Tchouaméni', 'Alexandr Golovin', 'Kevin Volland', 'Wissam Ben Yedder', 'Gelson Martins', 'Jean Lucas', 'Guillermo Maripán', 'Djibril Sidibé', 'Radosław Majecki', 'Myron Boadu', 'Sofiane Diop', 'Ismail Jakobs', 'Eliot Matazo', 'Cesc Fàbregas', 'Chrislain Matsima', 'Vito Mannone', 'Harisson Marcelin', 'Krépin Diatta']","['Benjamin Lecomte', 'Jean-Eudes Aholou', 'Strahinja Pavlović', 'Willem Geubbels', 'Pietro Pellegri', 'Anthony Musaba', 'Arthur Kyei G']"
Hellas Verona,"April 21, 2022",Napoli,76,75,74,8000000,Pressure On Heavy Touch,50,60,Balanced,60,5,3,3,Miguel Veloso,Miguel Veloso,Miguel Veloso,Miguel Veloso,Miguel Veloso,Miguel Veloso,"['Lorenzo MontipòL', 'Federico Ceccherini', 'Koray Günter', 'Nicolò Casale', 'Marco Davide Faraoni', 'Ivan Ilić', 'Miguel Veloso', 'Darko Lazović', 'Antonín Barák', 'Gianluca CaprariL', 'Giovanni SimeoneL', 'Kevin LasagnaL', 'Daniel Bessa', 'Fabio DepaoliL', 'Paweł Dawidowicz', 'Ivor Pandur', 'Adrien Tameze', 'Boško LavandeiraL', 'Matteo Cancellieri', 'Martin HonglaL', 'Alessandro Berardi', 'Mateusz PraszelikL', 'Panagiotis Retsos', 'Gianluca Frabotta']","['Giangiacomo Magnani', 'Marash Kumbulla', 'Mert Yimmy', 'Kevin Rüegg', 'Destiny Iyenoma Udogie']"
Aston Villa,"April 21, 2022",West Bromwich Albion,79,78,79,37500000,Balanced,50,60,Balanced,50,5,3,3,Mings,Digne,Douglas Luiz,Watkins,McGinn,Digne,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Lucas Digne', 'Douglas Luiz', 'John McGinn', 'Jacob Ramsey', 'CoutinhoL', 'Ollie Watkins', 'Danny Ings', 'Ashley D. Valdés', 'Morgan Sanson', 'Carney Chukwuemeka', 'Calum Chambers', 'Robin Olsen', 'Leon Bailey', 'Emiliano Buendía', 'Kortney Hause', 'Marvelous Nakamba', 'Bertrand Traoré', 'Ben Chrisene', 'Brad D. Valdés', ""Tommi O'Reilly"", 'Dominic Revan', 'Indiana Vassilev']","['Matt Targett', 'Frédéric Guilbert', 'Anwar El Ghazi', 'Trezeguet', 'Conor Hourihane', 'Jed Steer', 'Keinan Davis', 'Cameron Archer', 'Finn Azaz', 'Kaine Kesler Hayden', 'Louie Barry', 'Tyreik Wright', 'Aaron Ramsey']"
VfL Wolfsburg,"April 25, 2022",Hannover 96,77,78,76,40000000,Press After Possession Loss,70,50,Balanced,60,6,3,3,Casteels,Arnold,Arnold,Arnold,Arnold,Arnold,"['Koen Casteels', 'Maxence Lacroix', 'Sebastiaan Bornauw', 'John Brooks', 'Ridle Baku', 'Xaver Schlager', 'Maximilian Arnold', 'Jérôme Roussillon', 'Max Kruse', 'Jonas Wind', 'Lukas Nmecha', 'Renato Steffen', 'Lacerda Gerhardt', 'Aster Vranckx', 'Kevin Mbabu', 'Pavao Pervan', 'Maximilian Philipp', 'Dodi LukébakioL', 'Micky Löder', 'Felix Nmecha', 'Philipp Schulze', 'Paulo Otávio', 'Luca Waldschmidt', 'Kevin Paredes', 'Anselmo Garcia MacNulty', 'Niklas Klinger', 'Bartosz Białek', 'William']","['Josuha Guilavogui', 'Josip Brekalo', 'Marin Pongračić', 'Elvis Rexhbeçaj', 'Omar Marmoush', 'Tim Siersleben']"
Leeds United,"April 21, 2022",Huddersfield Town,77,78,75,32500000,Press After Possession Loss,60,60,Possession,50,4,3,3,Cooper,Raphinha,Raphinha,Raphinha,Dallas,Raphinha,"['Illan Meslier', 'Luke Ayling', 'Diego Llorente', 'Liam Cooper', 'Stuart Dallas', 'Mateusz Klich', 'Robin Koch', 'Raphinha', 'Jack Harrison', 'Rodrigo', 'Daniel James', 'Joe Gelhardt', 'Adam Forshaw', 'Crysencio Summerville', 'Pascal Struijk', 'Kristoffer Klaesson', 'Kalvin Phillips', 'Tyler Roberts', 'Leo Hjelde', 'Jack Jenkins', 'Lewis Bate', 'Junior Firpo', 'Patrick Bamford', 'Jamie Shackleton', 'Charlie Cresswell', 'Sam Greenwood', 'Amari Miller', 'Dani Forino']","['Hélder Costa', 'Francisco Casilla Cortés', 'Ian Poveda', 'Cody Drameh', 'Mateusz Bogusz', 'Laurens De Bock', 'Leif Davis', 'Alfie McCalmont', 'Ryan Edmondson']"
Sevilla FC,"April 25, 2022",Real Betis Balompié,81,82,83,34500000,Pressure On Heavy Touch,70,70,Balanced,80,8,3,3,Jesús Navas,Joan Jordán,Joan Jordán,Rakitić,Acuña,Joan Jordán,"['Abdenasser Bounou', 'Jesús Navas', 'Jules Koundé', 'Diego Carlos', 'Marcos Acuña', 'Thomas Delaney', 'Joan Jordán', 'Ivan Rakitić', 'Lucas Ocampos', 'Anthony MartialL', 'Jesús Corona', 'Nemanja Gudelj', 'Gonzalo Montiel', 'Ludwig Augustinsson', 'Karim Rekik', 'Marko Dmitrović', 'Rafa Mir', 'Alejandro Gómez', 'Vides En-Nesyri', 'Suso', 'Munir', 'Erik Lamela', 'Jayesh Rane', 'Javi Díaz', 'G. Avalos', 'Alfonso Pastor', 'Pablo Pérez', 'Santisteban', 'Iván Romero', 'Pedro Ortiz', 'Carmona', 'Juanlu Sánchez']","['Luuk Rodríguez Serrano', 'Oussama Idrissi', 'Galani', 'Alejandro Pozo Pozo', 'Berrocal', 'Ryan Johansson']"
Valencia CF,"April 25, 2022",Levante UD,78,76,78,60000000,Balanced,50,50,Balanced,50,4,3,3,Gayà,Carlos Soler,Carlos Soler,Carlos Soler,Carlos Soler,Carlos Soler,"['Giorgi Mamardashvili', 'Dimitri Foulquier', 'Gabriel Paulista', 'Omar AldereteL', 'Gayà', 'Hélder CostaL', 'Carlos Soler', 'Hugo Guillamón Sammartín', 'Bryan GilL', 'Maximiliano Gómez', 'Gonçalo Guedes', 'Uroš Račić', 'Denis Cheryshev', 'Thierry Correia', 'Toni Lato', 'Jasper Cillessen', 'Hugo DuroL', 'Chema Musah', 'Ilaix MoribaL', 'Marcos André', 'Mouctar Diakhaby', 'Eray Cömert', 'Koba Leïn Koindredi', 'Jesús Vázquez', 'Pablo Gozálbez', 'Alessandro Burlamaqui', 'Wadi Ibrahim SuzukiL']","['Manu Vallejo', 'Jorge Sáenz', 'Cristian Rivero Sabater']"
TSG 1899 Hoffenheim,"April 25, 2022",VfB Stuttgart,77,77,76,28000000,Balanced,50,50,Balanced,60,8,3,3,Baumann,Kramarić,Raum,Kramarić,Kramarić,Raum,"['Oliver Baumann', 'Pavel Kadeřábek', 'Stefan Posch', 'Florian Grillitsch', 'Kevin Vogt', 'David Raum', 'Christoph Baumgartner', 'Diadié Samassékou', 'Andrej Kramarić', 'Ihlas Bebou', 'Munas Dabbur', 'Dennis Geiger', 'Angelo Stiller', 'Kevin Akpoguma', 'Chris RichardsL', 'Philipp Pentke', 'Georginio Rutter', 'Jacob Bruun Larsen', 'Robert Skov', 'Fisnik Asllani', 'Håvard Nordtveit', 'Kasim Adams Nuhu', 'Sebastian Rudy', 'Justin CheL', 'Noah König', 'Marco John', 'Luca Philipp', 'Ermin Bičakčić', 'Benjamin Hübner', 'Nahuel Noll']","['Sargis Adamyan', 'Konstantinos Stafylidis', 'Klauss', 'David Otto', 'Maximilian Beier', 'Melayro Bogarde', 'Ilay Elmkies']"
Valencia CF,"April 25, 2022",Levante UD,78,76,78,60000000,Balanced,50,50,Balanced,50,4,3,3,Gayà,Carlos Soler,Carlos Soler,Carlos Soler,Carlos Soler,Carlos Soler,"['Giorgi Mamardashvili', 'Dimitri Foulquier', 'Gabriel Paulista', 'Omar AldereteL', 'Gayà', 'Hélder CostaL', 'Carlos Soler', 'Hugo Guillamón Sammartín', 'Bryan GilL', 'Maximiliano Gómez', 'Gonçalo Guedes', 'Uroš Račić', 'Denis Cheryshev', 'Thierry Correia', 'Toni Lato', 'Jasper Cillessen', 'Hugo DuroL', 'Chema Musah', 'Ilaix MoribaL', 'Marcos André', 'Mouctar Diakhaby', 'Eray Cömert', 'Koba Leïn Koindredi', 'Jesús Vázquez', 'Pablo Gozálbez', 'Alessandro Burlamaqui', 'Wadi Ibrahim SuzukiL']","['Manu Vallejo', 'Jorge Sáenz', 'Cristian Rivero Sabater']"
Milan,"April 21, 2022",Inter,81,80,81,37000000,Balanced,50,60,Balanced,50,8,3,3,Romagnoli,Brahim,Brahim,Kessié,Brahim,Brahim,"['Mike Maignan', 'Davide Calabria', 'Fikayo Tomori', 'Alessio Romagnoli', 'Theo Hernández', 'Sandro Tonali', 'Franck Yannick Kessié', 'Junior MessiasL', 'Rafael Leão', 'BrahimL', 'Olivier Giroud', 'C. Quintana Ibrahimović', 'Ante Rebić', 'Ismaël Bennacer', 'Fodé Ballo-Touré', 'Ciprian Tătărușanu', 'Alexis Saelemaekers', 'Rade Krunić', 'Alessandro Florenzi', 'Daniel Maldini', 'Pierre Kalulu', 'Tiemoué BakayokoL', 'Matteo Gabbia', 'Samu Castillejo', 'Simon Kjær']","['J. Montero Adli', 'Mattia Caldara', 'Jens Petter Hauge', 'Tommaso Pobega', 'Léo Duarte', 'Nikolaos Michelis']"
Levante UD,"April 25, 2022",Valencia CF,78,77,72,9500000,Balanced,50,60,Balanced,70,4,3,3,Morales,Bardhi,Bardhi,Roger,Bardhi,Bardhi,"['Dani Cárdenas', 'Jorge Miramón', 'Róber', 'Postigo', 'Rúben Vezo', 'Son', 'Nemanja Radoja', 'Pepelu', 'Enis Bardhi', 'Roger', 'Morales', 'Campaña', 'Melero', 'Martín Cáceres', 'Clerc', 'Aitor', 'Soldado', 'De Frutos', 'Mickaël Malsa', 'Shkodran Mustafi', 'Nikola Vukčević', 'Marcelo Saracchi', 'Galani Duarte', 'Dani Gómez', 'Cantero', 'Coke', 'Franquesa', 'Jorge PadillaL', 'Toni Herrero', 'Edgar Sevikyan', 'Giorgi Kochorashvili', 'Pablo Picón']","['Roger Brugué Ayguade', 'Pablo Martínez']"
Rayo Vallecano,"April 11, 2022",CD Leganés,75,74,73,3300000,Balanced,60,70,Balanced,60,7,3,3,Trejo,Trejo,Trejo,Trejo,Trejo,Trejo,"['Stole Dimitrievski', 'Iván Balliu', 'Mario Suárez', 'Catena', 'Fran García', 'Santi Comesaña', 'Eid', 'Isi', 'S. Torres', 'Neciu Trejo', 'Sergi GuardiolaL', 'Kévin RodriguesL', 'Bebé', 'Nikola MarašL', 'Esteban Saveljich', 'Luca Tang SH.', 'Falcao', 'MerquelanzL', 'Unai López', 'Randy Nteka', 'Pathé Ciss', 'Mamadou SyllaL', 'Mario Hernández Fernández', 'Iker Recio', 'De Tomás', 'Arratia', 'Manu Navarro']","['Andrés Martín', 'Joni Montiel', 'Martín', 'Sergio Moreno', 'Miguel Ángel Morro Muñoz']"
Levante UD,"April 21, 2022",Valencia CF,77,77,72,9500000,Balanced,50,60,Balanced,70,4,3,3,Morales,Bardhi,Bardhi,Roger,Bardhi,Bardhi,"['Dani Cárdenas', 'Jorge Miramón', 'Róber', 'Galani Duarte', 'Martín Cáceres', 'Son', 'Enis Bardhi', 'Pepelu', 'Melero', 'Morales', 'Roger', 'Campaña', 'Mickaël Malsa', 'Clerc', 'Rúben Vezo', 'Aitor', 'Soldado', 'De Frutos', 'Nemanja Radoja', 'Shkodran Mustafi', 'Nikola Vukčević', 'Marcelo Saracchi', 'Dani Gómez', 'Postigo', 'Cantero', 'Coke', 'Franquesa', 'Jorge PadillaL', 'Toni Herrero', 'Edgar Sevikyan', 'Giorgi Kochorashvili', 'Pablo Picón']","['Roger Brugué Ayguade', 'Pablo Martínez']"
Venezia,"April 21, 2022",Hellas Verona,73,72,71,4000000,Balanced,60,50,Balanced,70,5,3,3,Ceccaroni,Aramu,Aramu,Johnsen,Busio,Aramu,"['Sergio Romero', 'Tyronne EbuehiL', 'Pietro Ceccaroni', 'Mattia CaldaraL', 'Ridgeciano Haps', 'Ethan AmpaduL', 'Gianluca Busio', 'Domen Nogueira Sousa', 'Mattia Aramu', 'Thomas Henry', 'Dennis Johnsen', 'Jean-Pierre NsameL', 'David OkerekeL', 'Nani', 'Cristian Molinaro', 'Luca Lezzerini', 'Sofian KiyineL', 'Dor Peretz', 'Michaël Cuisance', 'Niki Mäenpää', 'Luca Fiordilino', 'Tanner Tessmann', 'Michael Svoboda', 'Marco Modolo', 'Maximilian Ullmann', 'Aleš Matějů', 'Antonio Vacca', 'Damiano PecileL', 'Arnór Sigurðsson', 'Jack JinwooL', 'Bruno Bertinato']","['Pasquale Mazzocchi', 'Daan Heymans']"
Brentford,"April 21, 2022",Queens Park Rangers,74,75,74,18000000,Press After Possession Loss,60,60,Balanced,60,7,3,3,Jansson,Eriksen,Eriksen,Toney,Eriksen,Eriksen,"['David Raya', 'Kristoffer Ajer', 'Pontus Jansson', 'Ethan Pinnock', 'Rico Henry', 'Christian Nørgaard', 'Vitaly Janelt', 'Christian Eriksen', 'Bryan Mbeumo', 'Ivan Toney', 'Tornaghi Wissa', 'Sergi Canós', 'Shandon Baptiste', 'K. Balanta', 'Mads Roerslev', 'M. MorroL', 'Mathias Jensen', 'Frank Onyeka', 'Tariqe Fosu', 'Mads Bech Sørensen', 'Saman Ghoddos', 'Josh Dasilva', 'Julian Jeanvier', 'Jonas LösslL', 'Fin Stevens', 'Myles Peart-Harris', 'Matthew Cox', 'Lewis Gordon', 'Maxwell Haygarth', 'Nathan P. Parra', 'Paris Maghoma', 'Daniel Oyegoke', 'Jaakko Oksanen']","['Halil İbrahim Dervişoğlu', 'Marcus Forss', 'Charlie Goode', 'Mads Bidstrup', 'Dominic Thompson', 'Joel Valencia', 'Lachlan Brook']"
Torino,"April 25, 2022",Juventus,76,75,76,15500000,Balanced,30,40,Long Ball,60,3,3,3,Bremer,Lukić,Lukić,Sanabria,Lukić,Lukić,"['Vanja Milinković-Savić', 'David Deyver', 'Bremer', 'Ricardo Rodríguez', 'Wilfried Singo', 'Saša Lukić', 'Rolando Mandragora', 'Mërgim Vojvoda', 'Tommaso PobegaL', 'Josip BrekaloL', 'Antonio Sanabria', 'Andrea Belotti', 'Marko Pjaca', 'Dennis PraetL', 'Koffi Djidji', 'Etrit Berisha', 'Karol Linetty', 'Cristian Ansaldi', 'Ola Aina', 'Samuele RicciL', 'Pietro PellegriL', 'Alessandro Buongiorno', 'Simone Li Y', 'Demba Seck', 'Thibo BaetenL', 'Magnus Warming', 'Armando Izzo', 'Simone Edera', 'Mohamed FaresL']",['Simone Verdi']
Brighton & Hove Albion,"April 25, 2022",Crystal Palace,77,75,76,28000000,Balanced,60,50,Balanced,70,4,3,3,Dunk,Moder,Moder,Maupay,Moder,Moder,"['Robert Sanchéz', 'Joël Veltman', 'Adam Webster', 'Lewis Dunk', 'Cucurella', 'Pascal Groß', 'Jakub Moder', 'Tariq Lamptey', 'Leandro Trossard', 'Alexis Mac Allister', 'Neal Maupay', 'Danny Welbeck', 'Adam Lallana', 'Steven Alzate', 'Shane Duffy', 'Jason Steele', 'Enock Mwepu', 'Solly March', 'Jeremy Sarmiento', 'Evan Ferguson', 'James Furlong', 'Haydon Roberts', 'Marc Leonard', 'Tudor Băluță', 'Andrew Moran', 'Tom McGill', 'Danilo Barbosa Emmerson', 'Ed Turns', 'Moisés Caicedo', 'Ulrick Eneme-Ella', 'Mukiibi Bissouma']","['Deniz Undav', 'Kaoru Mitoma', 'Matt Clarke', 'Florin Andone', 'Jan Paul Awua', 'Abdallah Sima', 'Leo Dwomoh', 'Aaron Connolly', 'Kacper Kozłowski', 'Reda Khadra', 'Alex Cochrane', 'Kjell Scherpen']"
LOSC Lille,"April 25, 2022",RC Lens,79,76,76,15500000,Pressure On Heavy Touch,50,50,Balanced,70,6,3,3,José Fonte, Fabián, Fabián, Fabián,Renato Sanches,Renato Sanches,"['Léo Jardim', 'D. Arboleda Nie A.SH.', 'José Fonte', 'Sven Botman', 'Tiago Djaló', 'Renato Sanches', 'Benjamin André', 'Xeka', 'Jonathan Bamba', 'Jonathan David', 'Burak M. Fabián', 'Amadou Onana', 'Edon Á. Araos', 'Isaac Lihadji', 'Gabriel Gudmundsson', 'Ivo GrbićL', 'Timothy Weah', 'Angel Gomes', 'Domagoj Bradarić', 'Jérémy Pied', 'Saad Agouzoul', 'Adam Jakubech', 'Orestis Karnezis']","['Kouadio-Yves Dabila', 'Lucas Chevalier', 'Rocco Ascone']"
Wolverhampton Wanderers,"April 25, 2022",West Bromwich Albion,79,80,78,45000000,Balanced,60,50,Balanced,60,3,3,3,Coady,João Moutinho,João Moutinho,Jiménez,João Moutinho,João Moutinho,"['José Sá', 'Jonny', 'Max Kilman', 'Conor Coady', 'Romain Saïss', 'Marçal', 'Leander Dendoncker', 'João Moutinho', 'Daniel Podence', 'Raúl Jiménez', 'Hwang Hee ChanL', 'Pedro Neto', 'TrincãoL', 'Rayan Aït Nouri', 'John Ruddy', 'Fábio Silva', 'Willy Boly', 'Chiquinho', 'Ki-Jana Hoever', 'Rúben Neves', 'Nélson Semedo', 'Leal dos Anjos Mosquera', 'Chem Campbell', 'Luke Cundle', 'Conor Carty', 'Meritan Shabani', 'Hugo Bueno', 'Joe Hodge', 'Matija J. Corozo', 'Taylor Perry']","['Adama Traoré', 'Rúben Vinagre', 'Morgan Gibbs-White', 'Patrick Cutrone', 'Ryan Giles', 'Hayao Kawabe', 'Léo Bonatini', 'Connor Ronan', 'Dion Sanderson', 'Bendegúz Bolla', 'Renat Dadashov', 'Leonardo Campana']"
Manchester United,"April 21, 2022",Liverpool,85,83,81,175000000,Pressure On Heavy Touch,40,60,Balanced,70,4,3,3,Maguire,Cristiano Ronaldo,Bruno Fernandes,Cristiano Ronaldo,Bruno Fernandes,Alex Telles,"['De Gea', 'Diogo Dalot', 'Raphaël Varane', 'Harry Maguire', 'Alex Telles', 'Scott McTominay', 'Paul Pogba', 'Bruno Fernandes', 'Marcus Rashford', 'Cristiano Ronaldo', 'Jadon Sancho', 'Edinson Cavani', 'Nemanja Matić', 'Anthony Elanga', 'Victor Lindelöf', 'Dean Henderson', 'Fred', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Jesse Lingard', 'Eric Bailly', 'Juan Mata', 'Phil Jones', 'Tom Heaton', 'Hannibal Mejbri', 'Shola Shoretire', 'Lee Grant', 'Inpyo Iqbal', 'Charlie Savage', 'Björn Hardley', ""D'Mani Mellor"", 'Charlie Wellens']","['Anthony Martial', 'Donny Rösler', 'Brandon Williams', 'Axel Tuanzebe', 'James Garner', 'Tahith Chong', 'Ethan Laird', 'Facundo Pellistri', ""Di'Shon Bernard"", 'Amad Diallo', 'Teden Mengi', 'Dylan Levitt']"
FC Barcelona,"April 11, 2022",Real Madrid,82,84,81,130000000,Balanced,60,80,Possession,30,7,3,3,Sergio Busquets,Depay,Depay,Depay,Depay,Depay,"['Marc-André Mawatari', 'Daniel Alves da Silva', 'Ronald Araujo', 'Piqué', 'Jordi Alba', 'Sergio Busquets', 'Frenkie Petryk', 'Pedri', 'Ousmane Dembélé', 'Pierre-Emerick Aubameyang', 'Memphis Depay', 'Adama TraoréL', 'Eric García', 'Sergiño Dest', 'Neto', 'Ferran Torres', 'Luuk PetrykL', 'Nico González', 'Ansu Fati', 'Zu P.CH.', 'Sergi Roberto', 'Clément Lenglet', 'Samuel Umtiti', 'Martin Braithwaite', 'Mingueza', 'Riqui Puig', 'Arnau Tenas']","['Antoine Griezmann', 'Coutinho', 'Miralem Pjanić', 'Trincão', 'Rey Manaj', 'Iñaki Peña', 'Yang Lina']"
AS Monaco,"April 21, 2022",OGC Nice,83,78,77,26000000,Pressure On Heavy Touch,50,50,Balanced,50,4,3,3, Yedder, Yedder, Yedder, Yedder,Golovin,Caio Henrique,"['Alexander NübelL', 'Ruben Aguilar', 'Axel Disasi', 'Benoît Badiashile', 'Caio Henrique', 'Opazo Fofana', 'Aurélien Tchouaméni', 'Alexandr Golovin', 'Kevin Volland', 'Wissam Ben Yedder', 'Gelson Martins', 'Jean Lucas', 'Guillermo Maripán', 'Djibril Sidibé', 'Radosław Majecki', 'Myron Boadu', 'Sofiane Diop', 'Ismail Jakobs', 'Eliot Matazo', 'Cesc Fàbregas', 'Chrislain Matsima', 'Vito Mannone', 'Harisson Marcelin', 'Krépin Diatta']","['Benjamin Lecomte', 'Jean-Eudes Aholou', 'Strahinja Pavlović', 'Willem Geubbels', 'Pietro Pellegri', 'Anthony Musaba', 'Arthur Kyei G']"
